0.7065779155923718	0.7619218551399829	o
0.7619218551399829	1.0201935730288352	s
1.0201935730288352	1.1442981647416601	e
1.1442981647416601	1.470323491098567	s
1.470323491098567	1.5773129251700682	
1.5773129251700682	1.8261279079533048	d
1.8261279079533048	2.2392655843472355	
2.2392655843472355	2.2944976802981727	b
2.2944976802981727	2.3562252777558896	e
2.3562252777558896	2.4657839246809834	w
2.4657839246809834	2.668518298055075	il
2.668518298055075	2.738013735429737	d
2.738013735429737	2.9375873356165774	er
2.9375873356165774	3.0914808648339527	d
3.0914808648339527	3.7245319495319493	
3.7245319495319493	3.7852966460215924	b
3.7852966460215924	3.8755862676684427	y
3.8755862676684427	3.904347491169508	
3.904347491169508	3.965420109930412	the
3.965420109930412	4.1374110568248605	sh
4.1374110568248605	4.19946335204848	i
4.19946335204848	4.398076602686871	pw
4.398076602686871	4.63235106045808	re
4.63235106045808	4.852853773966248	ck
4.852853773966248	5.439250380517504	
5.439250380517504	5.516031949401584	o
5.516031949401584	5.59353222977394	f
5.59353222977394	5.657261613841026	the
5.657261613841026	5.81307094266278	s
5.81307094266278	5.912027010350625	ing
5.912027010350625	5.987479366435425	ng
5.987479366435425	6.1686049843103	u
6.1686049843103	6.378241116109925	lar
6.378241116109925	6.99295977134295	
6.99295977134295	7.106225000750282	e
7.106225000750282	7.169954384817367	a
7.169954384817367	7.372777554371502	vch
7.372777554371502	7.52660004076537	o
7.52660004076537	7.643327391938817	s
7.643327391938817	7.707056776005903	en
7.707056776005903	7.738841465711423	th
7.738841465711423	7.786169801253835	e
7.786169801253835	7.871411503336809	m
7.871411503336809	8.06092256648367	ea
8.06092256648367	8.27894414355528	ning
8.27894414355528	9.186740992693373	
9.186740992693373	9.302169694021119	o
9.302169694021119	9.44136808553607	fb
9.44136808553607	9.607849044379655	eing
9.607849044379655	9.74636285582194	ng
9.74636285582194	9.862746164159095	nu
9.862746164159095	9.89963913784945	m
9.89963913784945	10.008649926385255	e
10.008649926385255	10.065670954234752	rou
10.065670954234752	10.761154478363224	s
